,price,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district
429,1790000,planta 5,interior,3,114.0,1,0,Recoletos,salamanca
430,979000,planta 2,exterior,4,109.0,1,0,Sol,centro
432,1450000,planta 1,exterior,2,133.0,1,1,Justicia,centro
433,1850000,planta 7,exterior,7,302.0,1,1,Valdefuentes,hortaleza
434,695000,planta 4,exterior,3,137.0,1,1,Canillas,hortaleza
435,956000,planta 1,exterior,3,150.0,1,0,Palacio,centro
436,825000,planta 2,exterior,4,164.0,1,0,Universidad,centro
439,2300000,casa,exterior,5,265.0,1,1,El Viso,chamartin
440,640000,planta 3,exterior,4,136.0,1,1,Mirasierra,fuencarral
441,399000,planta 2,exterior,1,70.0,1,1,Piovera,hortaleza
442,1195000,planta 5,exterior,2,134.0,1,0,Cortes,centro
443,1300000,planta 1,exterior,3,179.0,1,1,Piovera,hortaleza
444,1150000,planta 1,exterior,4,196.0,1,1,Piovera,hortaleza
445,2100000,planta 8,exterior,4,450.0,1,1,Mirasierra,fuencarral
446,1490000,bajo,exterior,4,216.0,1,1,Piovera,hortaleza
447,790000,planta 2,exterior,6,167.0,1,0,Cortes,centro
450,740000,planta 1,exterior,2,90.0,1,0,Sol,centro
453,2200000,planta 4,exterior,7,537.0,1,1,Atalaya,ciudad lineal
454,479900,planta 1,exterior,4,143.0,1,0,Chopera,arganzuela
456,320000,bajo,exterior,1,37.0,1,0,Castilla,chamartin
457,650000,bajo,exterior,2,86.0,1,1,Ciudad Jardín,chamartin
458,1350000,planta 7,exterior,2,138.0,1,0,Trafalgar,chamberi
459,875000,planta 1,interior,3,149.0,1,0,Ibiza,retiro
461,1189000,planta 3,exterior,2,151.0,1,0,Palacio,centro
462,1450000,planta 1,exterior,4,218.0,1,1,Ciudad Universitaria,moncloa
463,1045000,planta 1,exterior,3,229.0,1,1,Aravaca,moncloa
466,1175000,planta 15,exterior,3,165.0,1,1,Cuatro Caminos,tetuan
467,2100000,planta 5,exterior,5,330.0,1,1,Hispanoamérica,chamartin
468,1180000,planta 5,exterior,3,139.0,1,0,Goya,salamanca
469,1475000,planta 2,exterior,5,376.0,1,1,Castillejos,tetuan
471,1490000,planta 3,exterior,5,186.0,1,1,Goya,salamanca
472,1675000,planta 3,exterior,4,232.0,1,0,Lista,salamanca
473,1250000,planta 4,exterior,2,110.0,1,1,Recoletos,salamanca
474,184900,planta 3,exterior,2,50.0,1,0,Pueblo Nuevo,ciudad lineal
475,174900,planta 4,exterior,2,50.0,1,0,Simancas,san-blas
476,682000,planta 10,exterior,3,133.0,1,1,Apóstol Santiago,hortaleza
477,698000,planta 2,exterior,3,125.0,1,1,Costillares,ciudad lineal
478,1300000,planta 1,exterior,5,199.0,1,0,Goya,salamanca
479,1200000,planta 3,exterior,2,100.0,1,0,Lista,salamanca
480,680000,planta 1,interior,2,117.0,1,0,Castellana,salamanca
481,2200000,planta 8,exterior,4,257.0,1,1,Castellana,salamanca
482,790000,planta 1,exterior,5,135.0,1,0,Goya,salamanca
483,1450000,planta 1,exterior,3,133.0,1,0,Goya,salamanca
484,1190000,planta 1,exterior,3,135.0,1,0,Castellana,salamanca
485,1850000,planta 6,exterior,4,248.0,1,1,Universidad,centro
486,290000,planta 2,exterior,1,80.0,1,1,Simancas,san-blas
487,299000,planta 2,exterior,1,49.0,1,0,Castillejos,tetuan
489,250000,planta 1,exterior,2,97.0,1,1,Butarque,villaverde
490,165000,bajo,interior,1,35.0,1,0,Bellas Vistas,tetuan
491,249000,planta 1,exterior,2,85.0,1,0,Aluche,latina
492,1975000,chalet,exterior,4,350.0,0,1,San Juan Bautista,ciudad lineal
493,1800000,planta 2,exterior,5,268.0,1,1,El Viso,chamartin
494,749000,planta 5,exterior,3,92.0,1,0,Trafalgar,chamberi
495,1690000,planta 6,exterior,5,252.0,1,1,Hispanoamérica,chamartin
496,850000,planta 7,interior,2,115.0,1,0,Arapiles,chamberi
497,550000,planta 5,exterior,3,103.0,1,0,Pacífico,retiro
498,1150000,planta 1,exterior,3,133.0,1,0,Universidad,centro
499,1450000,planta 3,interior,3,139.0,1,0,Goya,salamanca
500,425000,planta 1,exterior,1,55.0,1,1,Hispanoamérica,chamartin
501,330000,planta 3,interior,3,65.0,1,0,Pacífico,retiro
502,2800000,planta 2,exterior,6,332.0,1,1,Hispanoamérica,chamartin
503,735000,planta 5,exterior,2,88.0,1,0,Hispanoamérica,chamartin
504,600000,planta 4,exterior,3,90.0,1,0,Guindalera,salamanca
505,1375000,planta 3,exterior,4,247.0,1,1,El Viso,chamartin
506,2300000,planta 7,exterior,4,278.0,1,1,Nueva España,chamartin
507,690000,planta 5,interior,2,70.0,1,0,Justicia,centro
508,1780000,planta 2,exterior,4,212.0,1,1,Nueva España,chamartin
509,1300000,planta 3,exterior,4,235.0,1,1,Gaztambide,chamberi
510,1040000,planta 4,exterior,3,130.0,1,0,Ibiza,retiro
512,3200000,planta 3,exterior,4,354.0,1,1,El Viso,chamartin
514,990000,planta 2,exterior,2,109.0,1,1,Castellana,salamanca
515,1680000,planta 3,exterior,3,186.0,1,0,Almagro,chamberi
516,600000,planta 13,exterior,4,123.0,1,0,Castilla,chamartin
517,2490000,planta 5,interior,4,200.0,1,0,Recoletos,salamanca
518,595000,planta 4,exterior,2,82.0,1,0,Prosperidad,chamartin
519,2095000,planta 1,exterior,3,184.0,1,0,Almagro,chamberi
520,470000,planta 1,exterior,2,107.0,1,0,Hispanoamérica,chamartin
521,1300000,planta 3,exterior,4,235.0,1,1,Gaztambide,chamberi
522,1300000,planta 6,exterior,5,209.0,1,0,Hispanoamérica,chamartin
523,1700000,planta 2,interior,5,377.0,1,0,Almagro,chamberi
524,380000,planta 4,exterior,1,48.0,1,0,Guindalera,salamanca
525,738000,planta 1,exterior,3,107.0,1,0,Hispanoamérica,chamartin
526,650000,planta 2,exterior,3,105.0,1,0,Universidad,centro
527,2130000,chalet,exterior,5,372.0,0,1,Hispanoamérica,chamartin
528,1050000,planta 3,exterior,5,202.0,1,0,Castillejos,tetuan
529,545000,planta 3,exterior,1,55.0,1,0,Palacio,centro
530,1850000,planta 4,exterior,4,250.0,1,0,Justicia,centro
531,1350000,planta 2,exterior,2,169.0,1,1,Nueva España,chamartin
532,1700000,planta 3,exterior,4,220.0,1,1,Goya,salamanca
534,1490000,bajo,exterior,4,216.0,1,1,Piovera,hortaleza
535,490000,bajo,exterior,1,80.0,1,1,Ciudad Universitaria,moncloa
536,1100000,planta 2,interior,3,141.0,1,0,Justicia,centro
537,600000,bajo,exterior,2,85.0,1,0,Almagro,chamberi
538,1800000,planta 2,exterior,5,268.0,1,1,El Viso,chamartin
539,1185000,planta 3,exterior,3,151.0,1,0,Palacio,centro
540,1700000,planta 3,exterior,4,220.0,1,1,Goya,salamanca
541,1600000,planta 7,interior,3,150.0,1,0,Goya,salamanca
542,1200000,planta 3,exterior,2,174.0,1,0,Hispanoamérica,chamartin
543,1480000,planta 1,exterior,2,114.0,1,1,Goya,salamanca
544,349000,planta 3,exterior,2,80.0,1,0,Berruguete,tetuan
545,800000,planta 2,exterior,2,110.0,1,0,Palacio,centro
546,1890000,planta 6,exterior,4,200.0,1,1,Castellana,salamanca
547,880000,planta 5,exterior,4,130.0,1,0,Ríos Rosas,chamberi
548,5900000,casa,interior,7,1250.0,0,1,Valdemarín,moncloa
549,738900,planta 6,exterior,3,102.0,1,0,Niño Jesús,retiro
550,380000,planta 1,interior,3,60.0,1,0,Niño Jesús,retiro
551,999000,planta 5,exterior,3,104.0,1,0,Justicia,centro
552,310000,bajo,interior,1,37.0,1,0,Palacio,centro
553,780000,planta 2,exterior,1,73.0,1,0,Justicia,centro
554,395000,planta 2,exterior,1,70.0,1,0,Sol,centro
555,1450000,planta 3,exterior,3,139.0,1,0,Goya,salamanca
556,1050000,planta 3,exterior,2,78.0,1,0,Recoletos,salamanca
557,237000,planta 1,exterior,1,50.0,1,0,Embajadores,centro
558,1870000,planta 1,exterior,3,176.0,1,0,Trafalgar,chamberi
560,1120000,planta 4,exterior,3,155.0,1,1,Ibiza,retiro
561,750000,planta 1,interior,2,91.0,1,0,Universidad,centro
563,1534000,planta 2,exterior,4,345.0,1,1,Valdemarín,moncloa
564,990000,entreplanta,exterior,4,236.0,1,1,Hispanoamérica,chamartin
565,285000,planta 1,exterior,3,96.0,1,0,Canillejas,san-blas
566,900000,planta 2,exterior,2,95.0,1,0,El Viso,chamartin
567,850000,planta 2,exterior,3,152.0,1,0,Gaztambide,chamberi
568,928000,planta 3,exterior,2,90.0,1,1,Atalaya,ciudad lineal
570,975109,planta 4,exterior,4,119.0,1,1,Peñagrande,fuencarral
571,739000,planta 3,exterior,5,139.0,1,0,Arapiles,chamberi
572,940984,planta 4,exterior,3,119.0,1,1,Peñagrande,fuencarral
573,1026296,planta 4,exterior,4,115.0,1,1,Peñagrande,fuencarral
574,464000,planta 2,exterior,2,84.0,1,0,Palos de Moguer,arganzuela
575,372000,bajo,exterior,1,67.0,1,0,Palos de Moguer,arganzuela
576,1160000,planta 2,exterior,3,162.0,1,0,Ríos Rosas,chamberi
578,795000,planta 1,exterior,2,80.0,1,0,Ibiza,retiro
579,2449000,planta 1,exterior,3,306.0,1,1,Palacio,centro
580,1450000,planta 4,exterior,5,421.0,1,0,Valdemarín,moncloa
582,209000,planta 2,exterior,0,39.0,1,1,Casco Histórico de Barajas,barajas
583,215000,planta 11,interior,2,60.0,1,0,Santa Eugenia,villa-de-vallecas
584,1380000,planta 1,exterior,2,133.0,1,0,Goya,salamanca
585,850000,planta 7,exterior,2,113.0,1,0,Arapiles,chamberi
586,699000,planta 2,exterior,3,101.0,1,0,Goya,salamanca
588,880000,planta 4,exterior,3,100.0,1,0,Castellana,salamanca
589,1100000,planta 2,exterior,2,101.0,1,0,Justicia,centro
590,5650000,planta 5,exterior,3,400.0,1,1,Castellana,salamanca
592,5350000,planta 5,exterior,3,402.0,1,1,Castellana,salamanca
593,146300,planta 5,exterior,3,64.0,1,0,Ventas,ciudad lineal
594,470000,bajo,exterior,4,112.0,1,0,Guindalera,salamanca
595,2250000,planta 4,exterior,3,230.0,1,0,Goya,salamanca
597,265000,planta 2,exterior,3,80.0,1,0,Ventas,ciudad lineal
598,325000,planta 1,interior,1,56.0,1,0,Palos de Moguer,arganzuela
600,850000,planta 2,exterior,7,190.0,1,0,Cortes,centro
601,195000,bajo,exterior,3,153.0,1,0,San Diego,puente-de-vallecas
602,298000,planta 3,interior,4,70.0,1,0,Universidad,centro
603,930000,planta 2,exterior,2,111.0,1,0,Goya,salamanca
605,1173000,planta 7,exterior,4,171.0,1,0,Cortes,centro
606,372000,bajo,exterior,1,67.0,1,0,Palos de Moguer,arganzuela
607,850000,planta 2,exterior,3,152.0,1,0,Gaztambide,chamberi
608,900000,planta 2,exterior,2,95.0,1,0,El Viso,chamartin
609,3500000,planta 1,exterior,5,310.0,1,1,El Viso,chamartin
610,620000,planta 1,interior,3,114.0,1,0,Palos de Moguer,arganzuela
611,739000,planta 3,exterior,5,139.0,1,0,Arapiles,chamberi
612,595000,planta 5,exterior,3,109.0,1,1,Los Ángeles,villaverde
614,5300000,planta 5,exterior,4,298.0,1,0,Recoletos,salamanca
615,1500000,planta 2,interior,3,128.0,1,0,Castellana,salamanca
616,1500000,planta 3,exterior,4,237.0,1,1,Aravaca,moncloa
617,1300000,planta 1,interior,3,133.0,1,0,Recoletos,salamanca
619,1180000,bajo,exterior,3,191.0,1,0,Goya,salamanca
620,339000,planta 3,exterior,3,117.0,1,1,Zofío,usera
622,1400000,planta 1,exterior,4,236.0,1,1,Prosperidad,chamartin
623,840000,planta 9,exterior,4,158.0,1,1,La Paz,fuencarral
625,525000,planta 15,exterior,3,112.0,1,1,Comillas,carabanchel
626,1250000,planta 3,exterior,5,276.0,1,1,Fuente del Berro,salamanca
627,219000,bajo,interior,1,28.0,1,0,Cortes,centro
628,795000,planta 3,exterior,2,99.0,1,0,Palacio,centro
629,339000,planta 11,exterior,4,107.0,1,0,Aluche,latina
630,395000,planta 4,exterior,1,55.0,1,0,Palacio,centro
631,695000,bajo,exterior,2,262.0,1,0,Embajadores,centro
633,1310000,planta 3,exterior,2,118.0,1,1,Universidad,centro
634,2600000,planta 5,exterior,4,214.0,1,0,Almagro,chamberi
635,210000,bajo,exterior,1,61.0,1,0,Pueblo Nuevo,ciudad lineal
636,1100000,planta 9,exterior,2,133.0,1,0,Palacio,centro
637,215000,bajo,interior,2,50.0,1,0,Trafalgar,chamberi
638,2600000,planta 1,exterior,4,247.0,1,0,Recoletos,salamanca
639,1200000,planta 3,exterior,2,174.0,1,1,Hispanoamérica,chamartin
640,1100000,planta 9,exterior,3,235.0,1,1,Legazpi,arganzuela
641,2800000,planta 4,exterior,5,306.0,1,0,Goya,salamanca
643,1890000,planta 3,exterior,4,316.0,1,0,Argüelles,moncloa
644,490000,bajo,exterior,1,80.0,1,1,Ciudad Universitaria,moncloa
647,635000,planta 6,interior,2,114.0,1,0,Cuatro Caminos,tetuan
648,1277000,planta 2,exterior,4,154.0,1,0,Palacio,centro
649,1200000,planta 2,exterior,2,124.0,1,0,Jerónimos,Jerónimos
650,2600000,planta 3,exterior,5,400.0,1,0,Nueva España,chamartin
651,265000,planta 18,exterior,0,37.0,1,0,Apóstol Santiago,hortaleza
652,1150000,planta 5,exterior,6,152.0,1,0,Castellana,salamanca
654,2050000,planta 4,exterior,4,250.0,1,1,El Viso,chamartin
656,2250000,planta 2,exterior,3,227.0,1,1,Goya,salamanca
657,430000,planta 2,exterior,2,86.0,1,0,Valdezarza,moncloa
659,2370000,planta 2,exterior,3,154.0,1,0,Castellana,salamanca
660,1435000,planta 6,exterior,3,153.0,1,1,Ibiza,retiro
661,338625,planta 3,interior,1,67.0,1,0,Argüelles,moncloa
662,500000,bajo,exterior,1,84.0,1,0,Palacio,centro
663,650000,planta 1,interior,1,92.0,1,0,Goya,salamanca
666,175000,bajo,exterior,2,65.0,1,0,Entrevías,puente-de-vallecas
667,349000,planta 1,interior,2,63.0,1,0,Embajadores,centro
668,345000,planta 1,exterior,1,65.0,1,0,Guindalera,salamanca
669,270000,planta 5,exterior,1,60.0,1,0,Embajadores,centro
670,155000,planta 3,interior,0,25.0,1,0,Universidad,centro
671,1700000,planta 4,exterior,2,150.0,1,1,Lista,salamanca
672,1399000,planta 3,exterior,3,151.0,1,0,Trafalgar,chamberi
673,139000,planta 2,exterior,3,64.0,1,0,Bellas Vistas,tetuan
675,1129000,planta 6,interior,2,103.0,1,0,Goya,salamanca
676,400000,planta 1,exterior,1,73.0,1,0,Embajadores,centro
677,829000,planta 2,exterior,2,99.0,1,0,Palacio,centro
679,1200000,planta 2,exterior,2,124.0,1,0,Jerónimos,Jerónimos
680,679000,planta 2,interior,2,75.0,1,0,Lista,salamanca
681,1129000,planta 2,exterior,3,98.0,1,0,Jerónimos,Jerónimos
682,270000,planta 1,exterior,2,75.0,1,0,Cuatro Caminos,tetuan
683,225000,planta 2,exterior,1,46.0,1,0,Embajadores,centro
685,1720000,planta 3,exterior,3,266.0,1,0,Castillejos,tetuan
687,5500000,planta 4,interior,3,275.0,1,1,Lista,salamanca
688,840000,bajo,exterior,3,155.0,1,1,Valdefuentes,hortaleza
692,3000000,planta 3,exterior,4,310.0,1,1,Nueva España,chamartin
694,267000,planta 4,exterior,2,49.0,1,0,Palacio,centro
696,1299000,planta 4,exterior,4,193.0,1,0,Sol,centro
697,599000,bajo,exterior,2,97.0,1,0,Lista,salamanca
698,350000,planta 3,exterior,0,33.0,1,0,Justicia,centro
699,320000,bajo,exterior,1,61.0,1,0,Moscardó,usera
700,998000,planta 5,exterior,2,205.0,1,0,Justicia,centro
701,950000,planta 1,exterior,1,156.0,1,0,Embajadores,centro
702,945000,planta 2,exterior,2,93.0,1,1,El Viso,chamartin
703,2400000,planta 1,exterior,4,460.0,1,0,Sol,centro
704,379000,bajo,exterior,2,120.0,1,0,Imperial,arganzuela
705,540000,bajo,exterior,3,135.0,1,0,Imperial,arganzuela
706,2500000,planta 6,exterior,3,223.0,1,0,Ibiza,retiro
707,849000,planta 3,exterior,2,80.0,1,0,Goya,salamanca
708,950000,planta 1,exterior,1,156.0,1,0,Embajadores,centro
709,975000,planta 5,exterior,2,128.0,1,1,Argüelles,moncloa
710,1300000,planta 2,interior,2,123.0,1,0,Recoletos,salamanca
711,260000,planta 3,interior,2,40.0,1,0,Universidad,centro
712,397000,planta 1,exterior,3,83.0,1,0,Palos de Moguer,arganzuela
713,155000,bajo,exterior,2,60.0,1,0,Pueblo Nuevo,ciudad lineal
714,1790000,planta 5,exterior,3,113.0,1,0,Recoletos,salamanca
716,390000,planta 2,exterior,1,60.0,1,1,Aravaca,moncloa
717,2700000,planta 3,exterior,15,441.0,1,0,Sol,centro
718,1650000,planta 6,exterior,3,190.0,1,0,Palacio,centro
719,8350000,planta 2,exterior,7,712.0,1,1,Recoletos,salamanca
721,1425000,planta 7,exterior,3,246.0,1,1,El Viso,chamartin
722,900000,planta 2,exterior,3,126.0,1,0,Ríos Rosas,chamberi
723,89000,planta 3,exterior,3,85.0,1,0,Moscardó,usera
724,239000,planta 2,exterior,3,70.0,1,0,Simancas,san-blas
725,305235,bajo,exterior,2,102.0,1,1,Pueblo Nuevo,ciudad lineal
726,167500,planta 1,exterior,2,57.0,1,0,Simancas,san-blas
727,2280000,planta 9,interior,4,235.0,1,1,El Viso,chamartin
728,410000,planta 4,exterior,3,136.0,1,0,Apóstol Santiago,hortaleza
729,1450000,planta 1,exterior,2,133.0,1,1,Justicia,centro
730,680000,planta 1,exterior,3,110.0,1,0,Palacio,centro
731,1620000,planta 4,exterior,4,191.0,1,0,Palacio,centro
732,156000,planta 2,exterior,2,56.0,1,0,Vista Alegre,carabanchel
733,3600000,planta 1,exterior,4,321.0,1,0,Justicia,centro
734,141000,bajo,interior,0,26.0,1,0,Acacias,arganzuela
735,880000,planta 5,exterior,4,130.0,1,0,Ríos Rosas,chamberi
736,690000,planta 2,interior,3,127.0,1,0,Sol,centro
737,253000,planta 1,exterior,1,38.0,1,0,Guindalera,salamanca
738,11000000,planta 1,exterior,5,730.0,1,1,Castellana,salamanca
739,2050000,planta 4,exterior,4,250.0,1,1,El Viso,chamartin
740,900000,planta 1,exterior,4,159.0,1,0,Arapiles,chamberi
741,1175000,planta 15,exterior,3,165.0,1,1,Cuatro Caminos,tetuan
743,1850000,bajo,exterior,1,325.0,1,0,Palacio,centro
744,330000,planta 3,interior,3,65.0,1,0,Pacífico,retiro
745,730000,planta 4,exterior,2,90.0,1,0,Ríos Rosas,chamberi
746,820000,planta 1,exterior,1,80.0,1,0,Cortes,centro
747,1450000,planta 3,exterior,5,297.0,1,1,Vallehermoso,chamberi
748,792000,planta 6,exterior,4,162.0,1,1,Costillares,ciudad lineal
749,895000,planta 4,interior,1,81.0,1,0,Recoletos,salamanca
750,1195000,planta 10,interior,4,171.0,1,0,Vallehermoso,chamberi
753,377664,planta 2,exterior,3,127.0,1,0,Apóstol Santiago,hortaleza
757,198000,bajo,exterior,0,36.0,1,0,Adelfas,retiro
758,3190000,planta 5,exterior,3,270.0,1,0,Recoletos,salamanca
760,1700000,planta 1,exterior,4,245.0,1,1,Nueva España,chamartin
761,3800000,planta 3,exterior,5,402.0,1,1,Castellana,salamanca
762,4910000,planta 4,exterior,4,381.0,1,1,Recoletos,salamanca
764,1500000,planta 2,exterior,2,143.0,1,0,Universidad,centro
766,445000,bajo,exterior,1,73.0,1,0,Argüelles,moncloa
767,475000,entreplanta,exterior,2,85.0,1,0,Guindalera,salamanca
768,335000,planta 2,exterior,2,112.0,1,0,Pueblo Nuevo,ciudad lineal
769,4500000,planta 3,exterior,5,340.0,1,0,Castellana,salamanca
770,725000,planta 1,exterior,3,121.0,1,0,Fuente del Berro,salamanca
771,849000,planta 2,interior,3,111.0,1,0,Justicia,centro
772,580000,planta 6,exterior,3,106.0,1,0,Berruguete,tetuan
773,480000,planta 3,exterior,2,105.0,1,1,Orcasur,usera
774,265000,planta 3,exterior,3,69.0,1,0,Pueblo Nuevo,ciudad lineal
775,399000,planta 7,exterior,2,47.0,1,0,Pacífico,retiro
776,520000,planta 1,exterior,3,93.0,1,0,Pacífico,retiro
777,630000,planta 3,exterior,3,96.0,1,0,Prosperidad,chamartin
778,440000,planta 9,exterior,3,92.0,1,0,Alameda de Osuna,barajas
779,1129000,planta 2,interior,3,98.0,1,0,Jerónimos,Jerónimos
780,540000,planta 4,exterior,2,101.0,1,0,Pacífico,retiro
781,252000,planta 5,exterior,2,54.0,1,0,Quintana,ciudad lineal
782,789000,planta 4,exterior,2,101.0,1,0,Sol,centro
783,286000,planta 1,exterior,4,114.0,1,1,Zofío,usera
784,615000,planta 2,exterior,3,106.0,1,0,Prosperidad,chamartin
785,540000,planta 4,exterior,3,118.0,1,1,Peñagrande,fuencarral
786,990000,planta 1,exterior,4,234.0,1,0,Hispanoamérica,chamartin
788,650000,planta 1,exterior,2,107.0,1,0,Fuente del Berro,salamanca
789,1200000,planta 3,exterior,2,100.0,1,0,Lista,salamanca
790,139000,planta 2,exterior,3,64.0,1,0,Bellas Vistas,tetuan
791,1875000,planta 1,exterior,4,260.0,1,1,Justicia,centro
792,2290000,planta 2,exterior,3,184.0,1,0,Justicia,centro
793,2300000,planta 3,exterior,3,235.0,1,0,Almagro,chamberi
794,169000,planta 3,exterior,3,65.0,1,0,Los Rosales,villaverde
795,3900000,planta 4,exterior,4,279.0,1,0,Recoletos,salamanca
796,1990000,planta 3,exterior,3,165.0,1,0,Recoletos,salamanca
797,3550000,planta 4,exterior,3,220.0,1,0,Recoletos,salamanca
798,346500,planta 1,exterior,2,88.0,1,0,Salvador,Salvador
799,230000,planta 1,exterior,3,87.0,1,0,Canillejas,san-blas
800,815000,planta 1,exterior,4,140.0,1,1,Valdefuentes,hortaleza
801,620000,planta 1,exterior,3,133.0,1,1,Valdefuentes,hortaleza
802,675000,planta 6,exterior,2,97.0,1,0,Valdefuentes,hortaleza
803,255000,planta 2,exterior,3,80.0,1,1,Campamento,latina
804,1300000,planta 3,exterior,4,194.0,1,1,El Viso,chamartin
805,449000,planta 1,exterior,2,74.0,1,0,Universidad,centro
806,369900,planta 5,exterior,3,80.0,1,0,Concepción,ciudad lineal
807,649000,planta 2,exterior,3,87.0,1,0,Cortes,centro
808,530000,planta 3,exterior,1,62.0,1,1,Imperial,arganzuela
809,1890000,planta 2,exterior,5,248.0,1,0,Palacio,centro
810,297000,planta 1,exterior,3,53.0,1,0,Legazpi,arganzuela
811,1200000,planta 2,interior,2,124.0,1,0,Jerónimos,Jerónimos
812,1705000,planta 5,exterior,3,138.0,1,0,Recoletos,salamanca
813,2100000,planta 1,exterior,4,268.0,1,1,Argüelles,moncloa
814,1275000,planta 1,interior,3,125.0,1,0,Castellana,salamanca
815,1160000,planta 4,exterior,5,202.0,1,1,Hispanoamérica,chamartin
816,535000,planta 3,exterior,1,45.0,1,0,Recoletos,salamanca
817,3100000,chalet,exterior,6,750.0,0,1,Piovera,hortaleza
818,1495000,planta 1,exterior,4,272.0,1,0,Hispanoamérica,chamartin
820,198000,planta 3,interior,2,59.0,1,0,Embajadores,centro
821,499000,planta 2,exterior,2,80.0,1,0,Embajadores,centro
823,269000,planta 1,exterior,3,115.0,1,0,San Isidro,carabanchel
824,269000,planta 2,exterior,3,79.0,1,0,Comillas,carabanchel
825,389000,planta 3,exterior,2,80.0,1,0,Imperial,arganzuela
826,1200000,planta 3,interior,2,72.0,1,0,Recoletos,salamanca
827,1170000,planta 4,exterior,2,117.0,1,0,Castellana,salamanca
828,715000,planta 2,interior,3,137.0,1,1,Imperial,arganzuela
829,2100000,planta 1,exterior,4,302.0,1,0,Recoletos,salamanca
830,2000000,planta 5,exterior,4,150.0,1,0,Recoletos,salamanca
832,749000,planta 1,exterior,2,98.0,1,0,Justicia,centro
833,998000,planta 4,exterior,1,113.0,1,0,Castellana,salamanca
834,990000,planta 1,exterior,2,94.0,1,0,Goya,salamanca
835,675000,bajo,interior,2,61.0,1,0,Lista,salamanca
836,1290000,planta 2,exterior,5,214.0,1,1,Colina,ciudad lineal
837,270000,planta 10,exterior,4,120.0,1,0,San Fermín,usera
838,899900,planta 6,exterior,3,134.0,1,0,Ibiza,retiro
839,345000,planta 1,exterior,3,81.0,1,0,Berruguete,tetuan
840,1349000,planta 9,exterior,3,152.0,1,0,Castillejos,tetuan
842,499000,planta 4,exterior,3,116.0,1,1,Ríos Rosas,chamberi
844,980000,planta 1,exterior,3,143.0,1,1,Valdemarín,moncloa
845,2075000,planta 6,exterior,4,284.0,1,1,Mirasierra,fuencarral
849,305000,bajo,exterior,1,36.0,1,0,Nueva España,chamartin
850,750000,bajo,exterior,3,136.0,1,0,Palacio,centro
851,860000,planta 5,exterior,3,252.0,1,1,Palomas,hortaleza
852,900000,planta 2,exterior,4,160.0,1,1,Pinar del Rey,hortaleza
